,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
1728,Multifamily HR (10+),High-Rise Multifamily,7,East,2006,1.0,17.0,332781,95356,237425,Multifamily Housing,173204.0,0.0,0.0,14132450.0,235.32,1.0
1729,Multifamily LR (1-4),Low-Rise Multifamily,7,East,1902,1.0,4.0,54770,0,54770,Multifamily Housing,50120.0,3500.0,1150.0,3283019.25,114.33,
1730,Multifamily LR (1-4),Low-Rise Multifamily,7,East,1906,1.0,4.0,33872,0,33872,Multifamily Housing,26100.0,1893.0,0.0,409596.4063,5.81,100.0
1731,NonResidential,Residence Hall,3,East,1904,1.0,1.0,44086,0,44086,Residence Hall/Dormitory,44091.0,0.0,0.0,4056815.5,184.0,29.0
1732,NonResidential,Small- and Mid-Sized Office,3,East,1970,1.0,7.0,54372,20824,33548,Office,54372.0,15000.0,0.0,1479454.375,9.79,94.0
1733,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1956,1.0,3.0,24039,0,24039,Multifamily Housing,24039.0,0.0,0.0,897237.0,5.79,30.0
1734,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1960,1.0,7.0,45564,0,45564,Multifamily Housing,45564.0,0.0,0.0,3255291.5,132.1,53.0
1735,Multifamily HR (10+),High-Rise Multifamily,3,East,1967,1.0,11.0,92183,0,92183,Multifamily Housing,92183.0,0.0,0.0,5475504.5,259.77,49.0
1736,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1925,1.0,4.0,25316,0,25316,Multifamily Housing,25316.0,0.0,0.0,1632577.125,56.7,7.0
1737,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1957,1.0,3.0,51098,0,51098,Multifamily Housing,51098.0,0.0,0.0,1984008.75,12.97,75.0
1738,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1999,1.0,6.0,57042,0,57042,Multifamily Housing,42952.0,14090.0,0.0,1236766.5,8.33,82.0
1739,NonResidential,Other,3,East,1951,1.0,1.0,47699,0,47699,Museum,47000.0,0.0,0.0,14745217.0,712.39,
1740,NonResidential,Medical Office,3,East,1945,1.0,0.0,274568,0,274568,Medical Office,228133.0,135954.0,0.0,25358122.0,1110.07,52.0
1741,NonResidential,Small- and Mid-Sized Office,3,East,1956,1.0,3.0,21282,0,21282,Office,19658.0,0.0,0.0,1380656.125,62.23,69.0
1743,NonResidential,Other,2,Southeast,1921,1.0,2.0,41022,0,41022,Other,41022.0,0.0,0.0,3787648.25,26.41,
1744,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1982,1.0,4.0,93087,0,93087,Multifamily Housing,59165.0,14556.0,0.0,2124894.75,21.55,67.0
1745,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1965,1.0,3.0,86835,0,86835,Multifamily Housing,52000.0,9300.0,0.0,2426149.75,30.86,55.0
1746,NonResidential,Other,1,Delridge,1966,1.0,2.0,28109,0,28109,Other,28109.0,0.0,0.0,3612526.75,38.39,
1747,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1990,3.0,4.0,128649,0,128649,Multifamily Housing,113994.0,14655.0,0.0,3963627.25,26.33,42.0
1748,NonResidential,Small- and Mid-Sized Office,5,North,1985,1.0,3.0,33580,12990,20590,Office,20590.0,12990.0,0.0,409578.4063,2.86,100.0
1749,Multifamily MR (5-9),Senior Care Community,5,North,2010,1.0,7.0,165914,41141,124773,Senior Care Community,124773.0,41141.0,0.0,4331227.5,99.39,100.0
1750,Multifamily LR (1-4),Low-Rise Multifamily,5,North,2001,1.0,4.0,21388,0,21388,Multifamily Housing,16386.0,4180.0,822.0,559886.1875,3.7,
1751,Multifamily MR (5-9),Mid-Rise Multifamily,5,North,2000,1.0,6.0,103554,0,103554,Multifamily Housing,80250.0,0.0,0.0,2027196.0,13.74,92.0
1752,NonResidential,Warehouse,5,North,1977,1.0,1.0,21936,0,21936,Non-Refrigerated Warehouse,21936.0,0.0,0.0,116642.5,2.69,100.0
1753,NonResidential,Other,5,North,1969,1.0,1.0,30160,0,30160,Other,30139.0,0.0,0.0,1184385.875,44.26,
1755,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1991,1.0,4.0,28645,0,28645,Multifamily Housing,24665.0,3980.0,3642.0,738722.0,4.91,
1756,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1991,1.0,4.0,34544,0,34544,Multifamily Housing,24813.0,5690.0,0.0,995183.1875,13.09,
1757,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1960,1.0,3.0,22195,0,22195,Multifamily Housing,22195.0,0.0,0.0,652245.5,4.21,67.0
1758,Multifamily MR (5-9),Mid-Rise Multifamily,1,Southwest,1976,1.0,5.0,72155,0,72155,Multifamily Housing,72155.0,18039.0,0.0,2171473.5,39.77,61.0
1759,NonResidential,Mixed Use Property,7,Downtown,1909,1.0,11.0,111137,0,111137,Office,42939.0,40878.0,10887.0,9946297.0,294.65,
1760,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1989,1.0,3.0,30080,0,30080,Multifamily Housing,30080.0,0.0,0.0,661339.375,4.39,85.0
1761,Multifamily HR (10+),High-Rise Multifamily,7,Downtown,1993,1.0,25.0,260685,5480,255205,Multifamily Housing,305179.0,93906.0,4412.0,15102601.0,351.53,
1762,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,1963,1.0,4.0,20467,0,20467,Multifamily Housing,20467.0,0.0,0.0,493000.0,3.44,59.0
1763,NonResidential,Other,1,Delridge,1997,1.0,1.0,40189,0,40189,Other - Utility,28347.0,9113.0,0.0,1594851.25,37.65,
1764,NonResidential,Small- and Mid-Sized Office,1,Delridge,1988,1.0,2.0,66484,0,66484,Office,49334.0,18000.0,9000.0,3098383.5,21.24,69.0
1765,NonResidential,Small- and Mid-Sized Office,3,East,1959,1.0,3.0,25151,0,25151,Office,24155.0,0.0,0.0,1481688.75,62.05,85.0
1766,NonResidential,Hotel,3,East,1928,1.0,6.0,35770,0,35770,Hotel,35770.0,0.0,0.0,2835357.0,112.34,56.0
1767,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1925,1.0,5.0,51900,0,51900,Multifamily Housing,51900.0,0.0,0.0,3130401.5,125.42,77.0
1768,NonResidential,Hotel,3,East,1928,1.0,9.0,48006,0,48006,Hotel,48006.0,0.0,0.0,3182794.5,101.31,85.0
1769,NonResidential,Mixed Use Property,2,Downtown,1960,1.0,2.0,29631,0,29631,Supermarket/Grocery Store,16000.0,13000.0,5000.0,5327051.5,146.93,
1770,NonResidential,Small- and Mid-Sized Office,2,Downtown,1989,1.0,2.0,23472,0,23472,Office,20695.0,1065.0,945.0,1589717.125,46.45,
1771,Nonresidential COS,Small- and Mid-Sized Office,2,Greater duwamish,1973,1.0,2.0,21315,0,21315,Office,20424.0,0.0,0.0,3161573.5,110.66,34.0
1772,Multifamily MR (5-9),Mid-Rise Multifamily,1,Southwest,1996,1.0,5.0,23821,0,23821,Multifamily Housing,23821.0,0.0,0.0,992151.875,32.04,
1773,Multifamily HR (10+),High-Rise Multifamily,3,East,1980,1.0,11.0,53290,0,53290,Multifamily Housing,53290.0,28184.0,0.0,1842664.25,11.88,83.0
1774,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,1991,1.0,4.0,32040,0,32040,Multifamily Housing,32040.0,0.0,0.0,727703.5,5.07,81.0
1775,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1985,1.0,4.0,22716,0,22716,Multifamily Housing,22298.0,0.0,0.0,883783.0,5.82,17.0
1776,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1967,1.0,4.0,43477,0,43477,Multifamily Housing,33292.0,7185.0,0.0,1930646.125,44.51,52.0
1777,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1930,1.0,5.0,31040,0,31040,Multifamily Housing,25845.0,0.0,0.0,726087.125,4.6,93.0
1779,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1982,1.0,4.0,109864,22000,87864,Multifamily Housing,87864.0,22000.0,0.0,2251192.5,14.51,90.0
1780,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1982,1.0,4.0,25357,0,25357,Multifamily Housing,25357.0,0.0,0.0,622556.125,7.13,
1781,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1975,1.0,4.0,24084,0,24084,Multifamily Housing,24084.0,4800.0,0.0,1308138.75,34.62,
1782,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1915,1.0,4.0,24280,0,24280,Multifamily Housing,24280.0,0.0,0.0,885282.8125,24.26,68.0
1783,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1958,1.0,4.0,36732,0,36732,Multifamily Housing,36732.0,0.0,0.0,942042.1875,6.19,83.0
1784,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1929,1.0,4.0,41137,0,41137,Multifamily Housing,41669.0,0.0,0.0,2031798.375,80.15,79.0
1785,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1913,1.0,3.0,21234,0,21234,Multifamily Housing,21234.0,0.0,0.0,783960.625,24.93,91.0
1786,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1962,1.0,5.0,29454,0,29454,Multifamily Housing,25671.0,3783.0,0.0,702674.8125,4.55,87.0
1787,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1962,1.0,4.0,25596,0,25596,Multifamily Housing,25596.0,0.0,0.0,632190.5,4.2,87.0
1788,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1948,1.0,3.0,23120,0,23120,Multifamily Housing,23120.0,0.0,0.0,1079785.375,42.1,83.0
1789,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1958,1.0,6.0,39212,0,39212,Multifamily Housing,39212.0,0.0,0.0,1427385.5,9.16,83.0
1790,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1960,1.0,4.0,22093,0,22093,Multifamily Housing,22093.0,800.0,0.0,573120.5,3.74,76.0
1791,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1906,1.0,2.0,22113,0,22113,Multifamily Housing,15900.0,6213.0,0.0,756967.125,4.74,87.0
1792,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1984,1.0,4.0,57110,15812,41298,Office,36867.0,28390.0,0.0,2275712.0,24.31,69.0
1793,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1914,1.0,4.0,40370,0,40370,Multifamily Housing,40370.0,0.0,0.0,1056898.5,6.85,51.0
1794,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1924,1.0,4.0,51150,0,51150,Multifamily Housing,48320.0,0.0,0.0,3611072.25,145.21,70.0
1795,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1950,1.0,8.0,129860,0,129860,Multifamily Housing,83306.0,46554.0,0.0,6474877.5,250.84,96.0
1796,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,1968,1.0,4.0,35796,0,35796,Multifamily Housing,35796.0,0.0,0.0,1240226.25,8.08,43.0
1797,NonResidential,Small- and Mid-Sized Office,7,Downtown,1979,1.0,3.0,34030,0,34030,Office,34030.0,0.0,0.0,1815642.75,22.26,50.0
1798,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1975,1.0,3.0,72671,0,72671,Multifamily Housing,58795.0,0.0,0.0,2218827.5,16.13,46.0
1799,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1967,1.0,2.0,22382,0,22382,Multifamily Housing,22382.0,0.0,0.0,721589.625,4.73,67.0
1800,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1977,1.0,3.0,27639,0,27639,Multifamily Housing,23810.0,0.0,0.0,713532.8125,4.68,73.0
1801,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1970,1.0,2.0,101613,0,101613,Multifamily Housing,101613.0,0.0,0.0,2489579.5,38.41,99.0
1802,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1986,1.0,3.0,30942,0,30942,Multifamily Housing,30942.0,0.0,0.0,954662.8125,6.28,60.0
1803,NonResidential,Restaurant,1,Southwest,1902,1.0,2.0,20398,0,20398,Restaurant,19232.0,1166.0,0.0,9560583.0,334.15,
1804,NonResidential,Distribution Center,2,Greater duwamish,1952,1.0,1.0,41308,0,41308,Distribution Center,41308.0,0.0,0.0,1792023.375,38.57,7.0
1805,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1930,1.0,3.0,36751,0,36751,Multifamily Housing,36751.0,0.0,0.0,2878751.5,114.63,33.0
1806,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1978,1.0,4.0,39888,0,39888,Multifamily Housing,39888.0,0.0,0.0,2730100.25,91.53,29.0
1807,Multifamily LR (1-4),Low-Rise Multifamily,5,North,2000,1.0,3.0,30833,0,30833,Multifamily Housing,30833.0,0.0,0.0,744588.875,4.94,64.0
1808,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,2001,1.0,6.0,28453,0,28453,Multifamily Housing,28453.0,15000.0,0.0,854428.375,5.93,96.0
1809,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1966,1.0,7.0,28291,0,28291,Multifamily Housing,28291.0,0.0,0.0,702936.0,4.67,93.0
1810,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1999,1.0,4.0,34459,0,34459,Multifamily Housing,39350.0,0.0,0.0,928400.6875,6.26,81.0
1811,Multifamily MR (5-9),Mid-Rise Multifamily,1,Southwest,2002,1.0,6.0,40025,0,40025,Multifamily Housing,40025.0,0.0,0.0,1652909.125,34.3,67.0
1812,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1981,1.0,8.0,25012,0,25012,Multifamily Housing,25012.0,0.0,0.0,841549.5,5.46,
1813,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1968,1.0,7.0,35750,5041,30709,Multifamily Housing,35750.0,0.0,0.0,1316047.25,34.48,100.0
1814,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1984,1.0,5.0,34726,0,34726,Multifamily Housing,34726.0,0.0,0.0,898766.125,6.03,70.0
1815,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1980,1.0,3.0,49106,0,49106,Multifamily Housing,49106.0,0.0,0.0,1298705.875,8.3,34.0
1816,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1965,1.0,3.0,24754,0,24754,Multifamily Housing,24754.0,0.0,0.0,711657.5,4.72,66.0
1817,Multifamily LR (1-4),Low-Rise Multifamily,5,North,2002,1.0,3.0,30870,0,30870,Multifamily Housing,32360.0,0.0,0.0,827859.625,5.5,66.0
1818,Multifamily MR (5-9),Mid-Rise Multifamily,2,Downtown,2001,1.0,7.0,109284,0,109284,Multifamily Housing,78669.0,30615.0,0.0,1825405.25,12.13,100.0
1819,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1999,1.0,4.0,28766,0,28766,Multifamily Housing,28766.0,0.0,0.0,849904.8125,17.89,
1820,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1981,1.0,4.0,24570,0,24570,Multifamily Housing,24570.0,2780.0,0.0,730658.3125,4.81,62.0
1821,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,2007,1.0,5.0,50749,0,50749,Multifamily Housing,39432.0,11317.0,0.0,1545004.5,11.71,79.0
1822,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,2007,1.0,6.0,91520,0,91520,Multifamily Housing,82368.0,9152.0,0.0,3345715.5,25.59,57.0
1823,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,2004,1.0,4.0,62504,11128,51376,Multifamily Housing,53931.0,0.0,0.0,1006989.688,7.07,50.0
1824,Multifamily MR (5-9),Mid-Rise Multifamily,7,Downtown,2003,1.0,7.0,39962,0,39962,Multifamily Housing,39962.0,0.0,0.0,1612979.5,45.08,74.0
1825,NonResidential,Mixed Use Property,7,Downtown,1913,1.0,3.0,43878,0,43878,Multifamily Housing,12000.0,8262.0,6312.0,769771.3125,5.37,
1826,NonResidential,Other,7,Magnolia / queen anne,1912,1.0,3.0,34976,0,34976,Performing Arts,34976.0,0.0,0.0,943354.6875,15.7,
1827,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1947,1.0,3.0,22604,0,22604,Multifamily Housing,22604.0,0.0,0.0,1474822.75,61.25,51.0
1828,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1909,1.0,4.0,46296,0,46296,Multifamily Housing,46296.0,0.0,0.0,3244258.25,138.31,28.0
1829,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1929,1.0,3.0,36282,4882,31400,Multifamily Housing,31400.0,4882.0,0.0,1032597.375,25.47,90.0
1830,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1970,1.0,9.0,54820,0,54820,Multifamily Housing,44547.0,10273.0,0.0,2538161.5,41.15,54.0
1831,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1960,1.0,6.0,44016,0,44016,Multifamily Housing,37296.0,6720.0,0.0,808335.3125,5.31,100.0
1832,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1930,1.0,3.0,31552,0,31552,Multifamily Housing,31552.0,0.0,0.0,1822360.5,75.13,73.0
1833,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1925,1.0,3.0,29533,0,29533,Multifamily Housing,29533.0,0.0,0.0,1465452.125,58.85,96.0
1834,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1930,1.0,3.0,20688,0,20688,Multifamily Housing,20688.0,0.0,0.0,1623081.125,68.8,30.0
1835,Multifamily LR (1-4),Low-Rise Multifamily,7,Downtown,1946,1.0,3.0,22972,0,22972,Multifamily Housing,22972.0,0.0,0.0,1528661.5,63.14,49.0
1836,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1985,1.0,4.0,49034,0,49034,Multifamily Housing,49034.0,3540.0,0.0,1428673.75,9.36,85.0
1837,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1962,1.0,4.0,33164,0,33164,Multifamily Housing,27008.0,6156.0,0.0,645675.6875,4.27,91.0
1838,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1907,1.0,4.0,38407,0,38407,Multifamily Housing,38407.0,0.0,0.0,1312808.125,8.42,57.0
1839,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1955,1.0,6.0,88422,0,88422,Multifamily Housing,75086.0,0.0,0.0,4799367.0,184.51,86.0
1840,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1907,1.0,4.0,34498,0,34498,Multifamily Housing,34498.0,0.0,0.0,997765.375,41.13,100.0
1841,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1985,1.0,4.0,56074,0,56074,Multifamily Housing,56074.0,0.0,0.0,1661975.875,10.92,71.0
1842,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1981,1.0,4.0,43132,0,43132,Multifamily Housing,43132.0,0.0,0.0,1293593.0,8.57,46.0
1843,Multifamily MR (5-9),Mid-Rise Multifamily,5,North,1968,1.0,5.0,25671,0,25671,Multifamily Housing,25671.0,0.0,0.0,727886.375,4.74,92.0
1844,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1993,1.0,4.0,31379,0,31379,Multifamily Housing,31379.0,5829.0,0.0,928743.5,6.15,66.0
1845,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1969,1.0,4.0,24052,0,24052,Multifamily Housing,24052.0,1280.0,0.0,860330.5,5.53,34.0
1846,Multifamily MR (5-9),Mid-Rise Multifamily,5,North,2003,1.0,6.0,119355,0,119355,Multifamily Housing,72985.0,0.0,0.0,2155060.0,14.35,70.0
1847,NonResidential,Warehouse,7,Magnolia / queen anne,1957,1.0,1.0,38255,0,38255,Non-Refrigerated Warehouse,38255.0,0.0,0.0,1173175.75,33.8,12.0
1848,Campus,Other,7,Magnolia / queen anne,1955,23.0,1.0,260241,0,260241,Other,260241.0,0.0,0.0,36034584.0,565.55,
1849,Multifamily LR (1-4),Low-Rise Multifamily,4,Northeast,1970,1.0,4.0,144779,0,144779,Multifamily Housing,144779.0,0.0,0.0,4180752.5,28.19,57.0
1850,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,1967,1.0,3.0,20210,0,20210,Multifamily Housing,20000.0,700.0,0.0,570029.6875,10.43,87.0
1851,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1956,2.0,2.0,21708,0,21708,Multifamily Housing,21708.0,0.0,0.0,1648163.875,60.5,52.0
1852,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,2006,1.0,2.0,55842,0,55842,Multifamily Housing,42762.0,13080.0,0.0,1481243.75,9.68,29.0
1853,Multifamily HR (10+),High-Rise Multifamily,3,East,1970,1.0,12.0,97160,15303,81857,Multifamily Housing,108000.0,12000.0,0.0,4419299.5,27.69,17.0
1854,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1929,1.0,4.0,23875,0,23875,Multifamily Housing,23875.0,0.0,0.0,1423024.125,52.79,51.0
1855,Multifamily LR (1-4),Low-Rise Multifamily,6,Ballard,1999,1.0,4.0,28467,0,28467,Multifamily Housing,21804.0,3032.0,0.0,500830.1875,3.38,
1856,NonResidential,Small- and Mid-Sized Office,6,Lake union,1989,1.0,3.0,48924,0,48924,Office,31325.0,13143.0,0.0,2398376.5,59.24,71.0
1857,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,2001,1.0,6.0,22551,0,22551,Multifamily Housing,21642.0,4200.0,909.0,953815.1875,11.51,
1858,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,1989,1.0,2.0,21643,0,21643,Multifamily Housing,21643.0,0.0,0.0,1043790.313,37.54,
1859,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1994,1.0,4.0,26964,4304,22660,Multifamily Housing,22664.0,0.0,0.0,600720.6875,10.17,89.0
1860,Multifamily MR (5-9),Mid-Rise Multifamily,7,Downtown,1998,1.0,8.0,139301,0,139301,Multifamily Housing,94506.0,1448.0,1066.0,3557937.5,30.78,
1861,NonResidential,Small- and Mid-Sized Office,4,Lake union,1959,1.0,4.0,50333,18036,32297,Office,50333.0,0.0,0.0,1761932.5,11.17,88.0
1862,NonResidential,Small- and Mid-Sized Office,4,Lake union,1986,1.0,4.0,57432,21906,35526,Office,34160.0,19650.0,0.0,2638076.5,17.57,
1863,NonResidential,Small- and Mid-Sized Office,4,Lake union,1969,1.0,3.0,25912,7956,17956,Office,17332.0,9162.0,0.0,706926.0,4.65,
1864,NonResidential,Small- and Mid-Sized Office,4,Lake union,2000,1.0,3.0,57132,21908,35224,Office,33705.0,21908.0,0.0,1994967.75,13.91,73.0
1865,Multifamily MR (5-9),Mid-Rise Multifamily,1,Delridge,1968,1.0,6.0,49510,0,49510,Multifamily Housing,49510.0,0.0,0.0,2974883.75,44.19,21.0
1866,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1977,1.0,3.0,23664,0,23664,Multifamily Housing,22124.0,0.0,0.0,1117852.25,7.21,24.0
1867,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,2006,1.0,3.0,42169,800,41369,Multifamily Housing,36628.0,0.0,0.0,1180853.75,7.83,55.0
1868,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,2006,1.0,4.0,56334,0,56334,Multifamily Housing,56934.0,0.0,0.0,2039108.875,44.97,76.0
1869,Multifamily LR (1-4),Senior Care Community,1,Delridge,2008,1.0,3.0,144682,0,144682,Senior Care Community,120513.0,24169.0,0.0,5333731.0,25.11,96.0
1870,NonResidential,Worship Facility,1,Delridge,1957,1.0,2.0,24224,0,24224,Worship Facility,24224.0,0.0,0.0,1045964.625,26.73,52.0
1871,NonResidential,Worship Facility,1,Delridge,1963,1.0,1.0,23706,0,23706,Worship Facility,23706.0,0.0,0.0,456483.0938,13.12,78.0
1872,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1963,1.0,5.0,27288,0,27288,Multifamily Housing,27288.0,0.0,0.0,1508004.5,54.67,53.0
1873,NonResidential,Warehouse,2,Greater duwamish,1963,1.0,1.0,31900,0,31900,Non-Refrigerated Warehouse,28000.0,4000.0,0.0,1964681.25,13.7,
1874,NonResidential,Other,1,Southwest,1917,1.0,1.0,49066,0,49066,Social/Meeting Hall,49000.0,0.0,0.0,4504593.5,178.86,
1875,NonResidential,Worship Facility,1,Southwest,1952,1.0,3.0,30740,0,30740,Worship Facility,28293.0,11630.0,0.0,1849185.25,61.3,
1876,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1962,1.0,4.0,21540,0,21540,Multifamily Housing,21540.0,0.0,0.0,818074.6875,5.46,72.0
1877,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1947,1.0,2.0,332900,0,332900,Multifamily Housing,332900.0,0.0,0.0,13535222.0,88.58,32.0
1878,NonResidential,Supermarket / Grocery Store,2,Southeast,1959,1.0,1.0,67450,0,67450,Supermarket/Grocery Store,42760.0,0.0,0.0,2842819.5,55.86,97.0
1880,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,2006,1.0,6.0,67796,11761,56035,Multifamily Housing,39469.0,23160.0,0.0,4270405.5,80.06,4.0
1881,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1987,1.0,4.0,120693,8543,112150,Multifamily Housing,120693.0,14857.0,0.0,3874552.5,88.1,84.0
1882,NonResidential,Warehouse,7,Magnolia / queen anne,1948,1.0,1.0,46970,0,46970,Non-Refrigerated Warehouse,46970.0,0.0,0.0,882896.5,6.16,
1883,NonResidential,Warehouse,7,Magnolia / queen anne,1931,1.0,1.0,47554,0,47554,Non-Refrigerated Warehouse,18133.0,8679.0,2388.0,1083153.75,16.04,
1884,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1979,1.0,2.0,43016,5400,37616,Office,43016.0,0.0,0.0,1458046.0,60.57,100.0
1885,NonResidential,Mixed Use Property,7,Magnolia / queen anne,1931,1.0,1.0,24196,0,24196,Other,8711.0,6792.0,5306.0,1146510.375,22.29,
1886,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1940,1.0,2.0,20671,0,20671,Office,20671.0,0.0,0.0,746543.625,24.76,98.0
